Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D9,,3,,04,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D9,,3,,04,1.740,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,34.030,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,35.815,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,3,,04,36.315,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,3,,04,40.305,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,40.525,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,47.110,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,48.370,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,48.530,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,60.065,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,60.140,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,60.165,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,60.180,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,60.220,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,60.310,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,64.705,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,64.890,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,64.925,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,64.960,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,65.190,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,65.390,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,65.430,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,65.450,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,65.615,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,66.350,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,66.610,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,66.970,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,85.560,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,85.580,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,3,,04,85.595,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,3,,04,85.630,0,0,0,0,0,0,0,0,0,1,0
