Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_RANDOM,,14,,18,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,14,,18,6.110,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,14,,18,6.190,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,14,,18,6.391,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,7.510,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,7.670,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,7.945,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,8.155,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,8.185,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,8.215,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,8.815,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,8.970,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,9.465,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,9.510,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,9.650,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,9.766,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,11.065,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,11.105,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,11.355,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,17.125,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,17.350,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,17.555,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,17.565,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,18.870,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,18.891,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,18.975,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,20.360,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,21.730,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,22.090,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,22.770,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,23.630,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,24.516,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,24.595,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,24.645,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,24.685,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,25.185,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,25.295,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,25.335,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,26.475,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,26.575,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,27.825,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,28.095,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,28.100,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,28.145,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,30.320,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,14,,18,31.360,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,14,,18,38.680,0,0,0,0,0,0,0,0,0,0,1
