Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_RANDOM,,4,,17,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,4,,17,19.300,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,24.415,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,24.535,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,25.931,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,28.115,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,28.550,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,28.745,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,28.795,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,28.806,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,28.870,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,29.015,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,29.060,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,29.110,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,29.145,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,29.330,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,29.415,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,34.260,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,34.285,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,34.310,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,35.750,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,35.965,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,37.290,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,38.760,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,40.090,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,41.460,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,41.510,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,42.135,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,42.170,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,42.340,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,43.875,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,44.960,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,45.105,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,45.275,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,45.580,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,45.600,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,45.740,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,45.795,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,46.815,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,46.985,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,47.135,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,47.210,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,47.525,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,47.620,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,47.845,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,47.980,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,51.690,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,54.730,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,4,,17,54.870,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,55.255,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,55.315,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,4,,17,55.720,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,55.745,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,58.035,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,63.245,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,4,,17,64.000,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,4,,17,67.365,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,77.130,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,4,,17,77.730,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,4,,17,80.395,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,4,,17,80.431,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,4,,17,91.431,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,91.435,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,91.450,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,91.485,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,92.665,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,92.910,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,92.995,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,93.100,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,94.520,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,95.130,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,95.995,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,96.195,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,4,,17,96.220,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,4,,17,96.955,0,0,0,0,0,0,0,0,0,0,1
