Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D14,,6,,09,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D14,,6,,09,0.150,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,0.485,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,0.530,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,0.585,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,0.680,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,0.705,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,0.800,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,0.840,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,1.025,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,1.055,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,1.850,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,1.930,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,2.225,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,2.370,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,2.815,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,2.870,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,2.930,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,2.985,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,3.041,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,3.190,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,3.590,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,3.800,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,5.330,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,5.515,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,5.695,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,5.745,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,7.200,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,11.935,0,0,0,1,0,0,0,0,0,0,0
,,CM_D14,,6,,09,11.950,0,0,0,0,0,0,0,0,0,1,0
,,CM_D14,,6,,09,15.020,0,0,0,0,0,0,0,1,0,0,0
,,CM_D14,,6,,09,15.180,0,0,0,1,0,0,0,0,0,0,0
,,CM_D14,,6,,09,15.350,0,0,0,0,0,0,0,1,0,0,0
,,CM_D14,,6,,09,15.375,0,0,0,1,0,0,0,0,0,0,0
,,CM_D14,,6,,09,15.420,0,0,0,0,0,0,0,1,0,0,0
,,CM_D14,,6,,09,15.625,0,0,0,1,0,0,0,0,0,0,0
,,CM_D14,,6,,09,15.840,0,0,0,0,0,0,0,1,0,0,0
,,CM_D14,,6,,09,17.930,0,0,0,0,0,1,0,0,0,0,0
,,CM_D14,,6,,09,18.325,0,0,0,0,0,0,0,0,0,1,0
,,CM_D14,,6,,09,18.335,0,0,0,0,0,1,0,0,0,0,0
,,CM_D14,,6,,09,19.950,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,20.765,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,20.810,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,20.870,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,20.895,0,0,0,0,0,0,0,0,0,0,1
,,CM_D14,,6,,09,21.041,0,0,0,0,0,0,1,0,0,0,0
,,CM_D14,,6,,09,24.105,0,0,0,0,0,0,0,0,0,0,1
