Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D9,,7,,10,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D9,,7,,10,0.265,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,1.000,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,7,,10,1.010,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,7,,10,1.170,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,7,,10,2.950,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,7,,10,2.970,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,7,,10,3.285,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,7,,10,3.305,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,5.555,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,7,,10,5.715,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,7,,10,5.715,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,7,,10,7.095,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,7,,10,7.115,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,7.130,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,7,,10,7.145,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,7.790,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,7,,10,7.830,0,0,0,0,0,0,0,0,0,0,1
,,CM_D9,,7,,10,8.910,0,0,0,0,0,0,1,0,0,0,0
,,CM_D9,,7,,10,8.975,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,9.795,0,0,0,0,0,0,0,0,0,1,0
,,CM_D9,,7,,10,9.870,0,0,0,0,0,1,0,0,0,0,0
,,CM_D9,,7,,10,9.935,0,0,0,0,0,0,0,0,0,1,0
