Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D11,,0,,01,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D11,,0,,01,0.045,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,0.065,0,0,0,0,0,0,0,0,0,1,0
,,CM_D11,,0,,01,1.141,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,1.240,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,1.395,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,1.970,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,2.220,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,2.225,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,2.335,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,2.355,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,2.445,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,2.465,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,2.795,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,2.930,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,2.975,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,3.005,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,3.065,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,3.115,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,3.375,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,4.266,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,4.460,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,4.500,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,4.605,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,4.775,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,4.905,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,5.125,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,6.030,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,7.940,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,8.165,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,8.230,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,8.955,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,8.970,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,11.415,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,11.430,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,11.465,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,12.150,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,18.825,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,18.845,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,18.845,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,18.860,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,18.875,0,0,0,0,0,0,1,0,0,0,0
,,CM_D11,,0,,01,20.125,0,0,0,0,0,0,0,0,0,1,0
,,CM_D11,,0,,01,23.320,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,59.365,0,0,0,0,0,0,0,0,0,1,0
,,CM_D11,,0,,01,59.430,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,59.445,0,0,0,0,0,0,0,0,0,1,0
,,CM_D11,,0,,01,60.385,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,64.240,0,0,0,0,0,0,0,0,0,1,0
,,CM_D11,,0,,01,64.590,0,0,0,0,0,1,0,0,0,0,0
,,CM_D11,,0,,01,65.645,0,0,0,0,0,0,0,0,0,0,1
,,CM_D11,,0,,01,66.535,0,0,0,0,0,0,1,0,0,0,0
