Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_RANDOM,,5,,20,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,5.335,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,11.555,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,12.500,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,14.425,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,14.700,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,14.750,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,14.785,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,23.725,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,25.545,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,30.370,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,33.700,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,34.980,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,35.065,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,35.070,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,35.380,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,36.420,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,38.370,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,38.420,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,38.720,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,38.780,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,40.355,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,48.245,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,52.560,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,58.695,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,68.710,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,68.720,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,69.205,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,70.500,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,72.000,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,77.265,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,77.320,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,77.325,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,77.370,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,77.730,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,77.770,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,77.850,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,77.895,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,87.070,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,88.135,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,88.200,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,88.715,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,91.435,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,92.920,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,95.985,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,96.545,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,97.535,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,109.095,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,112.055,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,112.320,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,112.455,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,112.555,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,112.650,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,112.975,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,113.125,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,113.225,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,113.645,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,113.670,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,115.530,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,115.910,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,115.915,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,117.725,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,120.005,0,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,120.010,1,99,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,123.610,99,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,123.680,99,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,127.590,99,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,128.740,99,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,132.010,99,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,132.015,1,369,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,133.430,369,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,133.460,369,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,141.145,369,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,141.530,369,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,144.015,369,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,144.020,1,225,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,145.295,225,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,145.325,225,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,151.680,225,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,152.375,225,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,154.095,225,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,154.170,225,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,156.020,225,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,156.025,1,96,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,168.025,96,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,168.030,1,69,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,171.200,69,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,172.135,69,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,180.030,69,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,180.035,1,309,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,184.480,309,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,185.295,309,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,189.140,309,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,189.185,309,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,5,,20,192.035,309,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,192.040,1,273,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,192.055,273,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,192.060,1,351,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,195.295,351,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,195.330,351,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,195.375,351,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,195.420,351,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,201.770,351,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,204.060,351,1,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,204.065,1,240,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,5,,20,205.615,240,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,205.815,240,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,206.600,240,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,5,,20,207.225,240,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,5,,20,208.030,240,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,208.040,240,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,5,,20,208.075,240,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,5,,20,208.170,240,0,0,0,0,1,0,0,0,0,0
