Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D13,,1,,02,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D13,,1,,02,0.035,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,0.075,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,1.200,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,1.235,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,1.385,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,1.485,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,1.530,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,1.555,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,1.900,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,4.180,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,4.485,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,4.516,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,4.555,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,4.620,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,4.675,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,4.710,0,0,0,1,0,0,0,0,0,0,0
,,CM_D13,,1,,02,6.495,0,0,0,0,0,0,0,1,0,0,0
,,CM_D13,,1,,02,20.695,0,0,0,0,0,1,0,0,0,0,0
,,CM_D13,,1,,02,29.870,0,0,0,0,0,0,0,0,0,0,1
,,CM_D13,,1,,02,32.835,0,0,0,0,0,0,1,0,0,0,0
,,CM_D13,,1,,02,33.815,0,0,0,0,0,0,0,0,0,0,1
,,CM_D13,,1,,02,34.380,0,0,0,0,0,0,1,0,0,0,0
,,CM_D13,,1,,02,36.060,0,0,0,0,0,0,0,0,0,1,0
,,CM_D13,,1,,02,43.175,0,0,0,0,0,1,0,0,0,0,0
,,CM_D13,,1,,02,43.200,0,0,0,0,0,0,0,0,0,1,0
,,CM_D13,,1,,02,43.245,0,0,0,0,0,1,0,0,0,0,0
,,CM_D13,,1,,02,43.430,0,0,0,0,0,0,0,0,0,1,0
,,CM_D13,,1,,02,43.460,0,0,0,0,0,1,0,0,0,0,0
,,CM_D13,,1,,02,44.520,0,0,0,0,0,0,0,0,0,0,1
,,CM_D13,,1,,02,45.462,0,0,0,0,0,0,1,0,0,0,0
,,CM_D13,,1,,02,45.590,0,0,0,0,0,0,0,0,0,0,1
