Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_RANDOM,,0,,05,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,4.705,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,5.760,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,5.830,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,8.060,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,8.166,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,8.666,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,8.791,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,10.085,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,10.215,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,10.245,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,10.675,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,10.675,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,11.150,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,11.160,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,11.295,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,11.440,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,11.710,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,30.875,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,32.930,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,0,,05,33.225,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,0,,05,33.610,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,0,,05,34.990,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,0,,05,35.050,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,0,,05,35.080,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,0,,05,35.305,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,0,,05,35.390,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,0,,05,35.460,0,0,0,0,0,0,0,0,0,0,1
,,CM_RANDOM,,0,,05,36.930,0,0,0,0,0,0,1,0,0,0,0
,,CM_RANDOM,,0,,05,47.500,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,48.020,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,0,,05,50.250,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,50.395,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,0,,05,56.630,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,57.190,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,0,,05,77.015,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,77.025,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,77.041,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,77.115,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,0,,05,77.166,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,77.175,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,77.270,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,77.755,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,77.840,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,77.880,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,77.975,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,78.050,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,78.166,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,78.285,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,78.335,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,78.475,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,78.541,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,81.835,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,90.385,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,95.825,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,101.955,0,0,0,1,0,0,0,0,0,0,0
,,CM_RANDOM,,0,,05,102.315,0,0,0,0,0,0,0,1,0,0,0
,,CM_RANDOM,,0,,05,108.315,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,109.270,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,109.475,0,0,0,0,0,0,0,0,0,1,0
,,CM_RANDOM,,0,,05,110.475,0,0,0,0,0,1,0,0,0,0,0
,,CM_RANDOM,,0,,05,110.740,0,0,0,0,0,0,0,0,0,1,0
