Project,UserID,Protocol,Session,Station,Run,Subject,Time,Current State,Transition State,Transition Event,On1A1,On1A2,On1A3,On1A4,Off1A1,Off1A2,Off1A3,Off1A4
,,CM_D1,,15,,15,0.000,0,0,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,11.330,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,11.455,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,11.660,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,15.485,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,25.820,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,28.495,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,28.550,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,29.515,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,29.865,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,32.150,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,33.795,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,34.360,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,36.660,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,36.700,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,36.770,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,38.755,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,38.815,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,38.830,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,39.025,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,39.160,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,39.690,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,41.975,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,47.070,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,47.110,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,47.195,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,47.315,0,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,50.160,0,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,56.440,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,65.435,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,91.755,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,91.910,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,92.395,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,92.420,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,92.465,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,92.485,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,116.480,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,116.515,0,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,118.755,0,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,120.005,0,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,120.010,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,120.015,3,21,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,121.135,21,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,121.310,21,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,121.310,21,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,126.400,21,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,126.495,21,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,126.560,21,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,126.595,21,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,126.635,21,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,127.240,21,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,127.275,21,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,127.325,21,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,129.135,21,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,132.015,21,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,132.020,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,132.025,3,57,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,143.025,57,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,143.160,57,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,143.200,57,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,143.205,57,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,143.410,57,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,144.025,57,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,144.030,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,144.035,3,93,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,149.965,93,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,151.586,93,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,151.730,93,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,152.170,93,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,155.555,93,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,156.035,93,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,156.040,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,156.045,3,129,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,162.945,129,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,166.480,129,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,166.635,129,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,166.750,129,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,167.025,129,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,167.035,129,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,167.505,129,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,167.520,129,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,167.560,129,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,168.045,129,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,168.050,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,168.055,3,165,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,169.775,165,0,0,1,0,0,0,0,0,0,0
,,CM_D1,,15,,15,169.815,165,0,0,0,0,0,0,1,0,0,0
,,CM_D1,,15,,15,171.205,165,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,171.285,165,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,171.765,165,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,180.055,165,1,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,180.060,1,3,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,180.065,3,201,0,0,0,0,0,0,0,0,0
,,CM_D1,,15,,15,182.435,201,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,182.495,201,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,183.355,201,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,185.280,201,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,185.305,201,0,0,0,0,0,0,0,0,1,0
,,CM_D1,,15,,15,185.850,201,0,0,0,0,1,0,0,0,0,0
,,CM_D1,,15,,15,185.870,201,0,0,0,0,0,0,0,0,1,0
